ppn,isbn_normalise,titre,annee,nomAuteur,lieuPublication,editeur,sujet,raisons,Source,Ensemble,Acquisition,Occupations,date_naissance,date_deces
02833972X,9788884557353,Autografi dei letterati italiani,2024,"Bausi, Francesco",Roma-Padova,Editrice Antenore,,,SUDOC,Auteur,,poète ou poétesse | professeur d'université | érudit littéraire | philologue | historien ou historienne de la littérature | spécialiste de la littérature,1955,
02833972X,9788884557438,"Fragmenta recollecta : atti del Convegno petrarchesco internazionale a trent'anni da ""I frammenti dell'anima"" di Marco Santagata, Pisa, 12-14 maggio 2022",2025,"Borrelli, Antonio",Roma - Padova,Editrice Antenore,,,NZ,Auteur,,poète ou poétesse | professeur d'université | érudit littéraire | philologue | historien ou historienne de la littérature | spécialiste de la littérature,1955,
02833972X,9788884983602,Rime et prose : Latina monimenta,2006,"Della Casa, Giovanni",Roma,Edizioni di storia e letteratura,,,NZ,Auteur,,poète ou poétesse | professeur d'université | érudit littéraire | philologue | historien ou historienne de la littérature | spécialiste de la littérature,1955,
02833972X,9788884985019,"Giovanni Della Casa, ecclesiastico e scrittore : atti del convegno (Firenze-Borgo San Lorenzo, 20-22 novembre 2003)",2007,"Carrai, Stefano",Roma,Edizioni di storia e letteratura,,,NZ,Auteur,,poète ou poétesse | professeur d'université | érudit littéraire | philologue | historien ou historienne de la littérature | spécialiste de la littérature,1955,
02833972X,9788885388048,Canzone per andare in maschera per carnesciale fatte da più persone,1992,"Medici, Lorenzo <<de'>>",Firenze,Fos,,,NZ,Auteur,,poète ou poétesse | professeur d'université | érudit littéraire | philologue | historien ou historienne de la littérature | spécialiste de la littérature,1955,
02833972X,9788886135887,Odi : edizioni 1791 e 1802,1999,"Parini, Giuseppe",Trento,Università degli Studi di Trento Dipartimento di scienze filologiche e storiche,,,NZ,Auteur,,poète ou poétesse | professeur d'université | érudit littéraire | philologue | historien ou historienne de la littérature | spécialiste de la littérature,1955,
02833972X,9788890852664,"Nel mondo di Saba : ""le scorciatoie di un poeta saggio",2018,"Angermaier, Anitha A.",Gorizia - Trieste,"Istituto Giuliano di Storia, Cultura e Documentazione",,,NZ,Auteur,,poète ou poétesse | professeur d'université | érudit littéraire | philologue | historien ou historienne de la littérature | spécialiste de la littérature,1955,
02833972X,9788892903906,Sulla poesia : studi in onore di Stefano Carrai,2025,"Tani, Irene",Firenze,Edizioni del Galluzzo per la Fondazione Ezio Franceschini,,,SUDOC,Auteur,,poète ou poétesse | professeur d'université | érudit littéraire | philologue | historien ou historienne de la littérature | spécialiste de la littérature,1955,
02833972X,9788893500739,"Dante e la tradizione classica : atti del Convegno in ricordo di Saverio Bellomo (Pisa, Scuola Normale Superiore, 10-11 aprile 2019)",2021,"Carrai, Stefano",Ravenna,Longo editore,,,NZ,Auteur,,poète ou poétesse | professeur d'université | érudit littéraire | philologue | historien ou historienne de la littérature | spécialiste de la littérature,1955,
02833972X,9788893501170,Dante e l'eredità dei classici,2023,"Carrai, Stefano",Ravenna,Longo editore,,,NZ,Auteur,,poète ou poétesse | professeur d'université | érudit littéraire | philologue | historien ou historienne de la littérature | spécialiste de la littérature,1955,
02833972X,9788894196146,I Colori di Virgilio Giotti : sei letture,2021,"Tommasini, Lorenzo",Trieste,Centro Studi Scipio Slataper,,,SUDOC,Auteur,,poète ou poétesse | professeur d'université | érudit littéraire | philologue | historien ou historienne de la littérature | spécialiste de la littérature,1955,
028340809,9789221028390,The practice of entrepreneurship,1982,Bureau international du travail Genève | Meredith G. G. | Neck Philip A. | Nelson Robert E.,Geneva,International Labour Office,.M47 1982 | 19 | 658.4/2 | Entrepreneurship | Executive ability | HB615 | Management,lieu_publication,IDREF,Dépôt légal,,,,
028340809,9789221028468,The practice of entrepreneurship,1982,Bureau international du travail Genève | Meredith G. G. | Neck Philip A. | Nelson Robert E.,Geneva,International Labour Office,.M47 1982 | 19 | 658.4/2 | Entrepreneurship | Executive ability | HB615 | Management,lieu_publication,IDREF,Dépôt légal,,,,
028340809,9789222028467,Gestion et esprit d'entreprise : guide à l'usage des chefs de P.M.E.,1982,Robert E. Nelson,Genève,Bureau international du travail,Aptitude pour la direction | Chefs d'entreprise | Gestion,lieu_publication,BNF,Dépôt légal,,,,
028340817,9789221018513,Small enterprise development | policies and programmes,1977,Bureau international du travail Genève | Neck Philip A.,Geneva,International labour Office,,lieu_publication,IDREF,Dépôt légal,,,,
028340817,9789221028390,The practice of entrepreneurship,1982,Bureau international du travail Genève | Meredith G. G. | Neck Philip A. | Nelson Robert E.,Geneva,International Labour Office,.M47 1982 | 19 | 658.4/2 | Entrepreneurship | Executive ability | HB615 | Management,lieu_publication,IDREF,Dépôt légal,,,,
028340817,9789221028468,The practice of entrepreneurship,1982,Bureau international du travail Genève | Meredith G. G. | Neck Philip A. | Nelson Robert E.,Geneva,International Labour Office,.M47 1982 | 19 | 658.4/2 | Entrepreneurship | Executive ability | HB615 | Management,lieu_publication,IDREF,Dépôt légal,,,,
028340817,9789222018512,"Le développement des petites entreprises, politiques et programmes",1981,Bureau international du travail Genève | Neck Philip A.,Genève,BIT,65.017.3 | Gestion d'entreprise | Petites et moyennes entreprises,lieu_publication,IDREF,Dépôt légal,,,,
028340817,9789222028467,Gestion et esprit d'entreprise : guide à l'usage des chefs de P.M.E.,1982,Philip A. Neck,Genève,Bureau international du travail,Aptitude pour la direction | Chefs d'entreprise | Gestion,lieu_publication,BNF,Dépôt légal,,,,
02834085X,9789242700503,Méthodologie pour des enquêtes sur l'usage des drogues chez les étudiants,1980,Lloyd Johnston,Genève,OMS,Enquêtes | Toxicomanie | Étudiants,lieu_publication,BNF,Dépôt légal,,,,
02834085X,9789242700527,Revue des enquêtes sur l'abus des drogues dans la population générale,1981,Johnston Lloyd | Organisation mondiale de la santé Genève,Genève,OMS,WA 5,lieu_publication,IDREF,Dépôt légal,,,,
028342143,9780195087932,Parameters and functional heads : essays in comparative syntax,1996,"Belletti, Adriana",New York - Oxford,Oxford university press,,,SUDOC,Auteur,,professeur d'université | linguiste | linguiste historique,1952,
028342143,9780195087949,Parameters and functional heads : essays in comparative syntax,1996,"Belletti, Adriana",New York - Oxford,Oxford university press,,,SUDOC,Auteur,,professeur d'université | linguiste | linguiste historique,1952,
028342143,9780195159486,The cartography of syntactic structures,2004,Luigi Rizzi,Oxford - New York - Auckland [etc.],Oxford university press,,,SUDOC,Auteur,,professeur d'université | linguiste | linguiste historique,1952,
028342143,9780195159493,The cartography of syntactic structures,2004,Luigi Rizzi,Oxford - New York - Auckland [etc.],Oxford university press,,,SUDOC,Auteur,,professeur d'université | linguiste | linguiste historique,1952,
028342143,9780195393668,Mapping spatial PPs,2010,Luigi Rizzi,Oxford,Oxford university press,,,SUDOC,Auteur,,professeur d'université | linguiste | linguiste historique,1952,
028342143,9780195393675,Mapping spatial PPs,2010,Luigi Rizzi,Oxford,Oxford university press,,,SUDOC,Auteur,,professeur d'université | linguiste | linguiste historique,1952,
028342143,9780262181365,Relativized minimality,1990,"Rizzi, Luigi",Cambridge Mass - London,MIT press,,,SUDOC,Auteur,,professeur d'université | linguiste | linguiste historique,1952,
028342143,9780262680615,Relativized minimality,1990,"Rizzi, Luigi",Cambridge Mass - London,MIT press,,,SUDOC,Auteur,,professeur d'université | linguiste | linguiste historique,1952,
028342143,9780415215497,Comparative syntax and language acquisition,2000,"Rizzi, Luigi",London - New York,Routledge,,,SUDOC,Auteur,,professeur d'université | linguiste | linguiste historique,1952,
028342143,9780415646840,Comparative syntax and language acquisition,2000,"Rizzi, Luigi",London - New York,Routledge,,,SUDOC,Auteur,,professeur d'université | linguiste | linguiste historique,1952,
028342143,9780521016247,"On nature and language : with an essay on ""The secular priesthood and the perils of democracy""",2002,"Chomsky, Noam",Cambridge - New York,Cambridge University Press,,,SUDOC,Auteur,,professeur d'université | linguiste | linguiste historique,1952,
028342143,9780521815482,"On nature and language : with an essay on ""The secular priesthood and the perils of democracy""",2002,"Chomsky, Noam",Cambridge - New York,Cambridge University Press,,,SUDOC,Auteur,,professeur d'université | linguiste | linguiste historique,1952,
028342143,9780582328822,The acquisition of syntax : studies in comparative developmental linguistics,2000,Luigi Rizzi,London - New York (N.Y.),Longman,,,SUDOC,Auteur,,professeur d'université | linguiste | linguiste historique,1952,
028342143,9780582328839,The acquisition of syntax : studies in comparative developmental linguistics,2000,Luigi Rizzi,London - New York (N.Y.),Longman,,,SUDOC,Auteur,,professeur d'université | linguiste | linguiste historique,1952,
028342143,9781138159013,The acquisition of syntax : studies in comparative developmental linguistics,2016,Luigi Rizzi,London - New York,"Routledge, Taylor and Francis Group",,,SUDOC,Auteur,,professeur d'université | linguiste | linguiste historique,1952,
028342143,9782415006877,Déchiffrement(s) : des hiéroglyphes à l'ADN,2023,"Charpin, Dominique",Paris,Odile Jacob,,,SUDOC,Auteur,,professeur d'université | linguiste | linguiste historique,1952,
028342143,9782722606951,"Complexité des structures linguistiques, simplicité des mécanismes du langage",2024,"Rizzi, Luigi",Paris,Éditions du Collège de France,,,SUDOC,Auteur,,professeur d'université | linguiste | linguiste historique,1952,
028342143,9782738123480,"Parole et musique : aux origines du dialogue humain ; colloque annuel, Collège de France [16-17 octobre] 2008",2009,"Dehaene, Stanislas",Paris,Odile Jacob,,,SUDOC,Auteur,,professeur d'université | linguiste | linguiste historique,1952,
028342143,9783110139143,Issues in Italian syntax,1982,"Rizzi, Luigi","Dordrecht, Holland - Cinnaminson, N.J., U.S.A.",Foris Publications,,,SUDOC,Auteur,,professeur d'université | linguiste | linguiste historique,1952,
028342143,9783110883718,Issues in Italian syntax,1982,"Rizzi, Luigi","Dordrecht, Holland - Cinnaminson, N.J., U.S.A.",Foris Publications,,,SUDOC,Auteur,,professeur d'université | linguiste | linguiste historique,1952,
028342143,9789027208903,Current issues in syntactic cartography : a crosslinguistic perspective,2021,"Si, Fuzhen",Amsterdam - Philadelphia,John Benjamins Publishing Company,,,SUDOC,Auteur,,professeur d'université | linguiste | linguiste historique,1952,
028342143,9789070176334,Issues in Italian syntax,1982,"Rizzi, Luigi",Dordrecht - Cinnaminson,Foris publications,,,SUDOC,Auteur,,professeur d'université | linguiste | linguiste historique,1952,
028342224,9780691608570,"Geneva, Zurich, Basel | history, culture, & national identity",1994,"Bouvier, Nicolas (1929-1998) | Craig, Gordon Alexander (1913-2005) | Gossman, Lionel (1929-....) | Schorske, Carl Emil (1915-2015)","Princeton, N.J.",Princeton University press,"Civilisation | Genève (Genève, Suisse) | Histoire | Zurich (Zurich, Suisse) | Bâle-Ville (Suisse) | Actes de congrès",sujet | titre,SUDOC,Genevensia,,,1929,
028342224,9780691637013,"Geneva, Zurich, Basel : history, culture, and national identity, [contributions issues du congrès ""Cultural unity and diversity : Switzerland after 700 years"", tenu à l'University of Southern California, le 15 mars 1991]",2016,Lionel Gossman,"Princeton, N.J.",Princeton University Press,Actes de congrès | Bâle (Suisse) | Caractère national suisse | Civilisation -- Suisse | Genève (Suisse) | Histoire | Zurich (Suisse),deces_auteur | naissance_auteur | sujet | titre,BNF,Genevensia,,,1929,
02835303X,9782882532091,De si beaux jours à Levallois : roman,2002,Robert Junod,Avin,L. Wilquin,,naissance_auteur,BNF,Genevensia,,,1901,1991
028353706,9782907712460,Projet de création d'une école technique internationale à Genève,1989,Michel R. Doret,Ornex-Maconnex,M. R. Doret,Genève (Suisse) | Écoles professionnelles,sujet | titre,BNF,Genevensia,,,1938,
028354214,9782707103147,La question agraire : étude sur les tendances de l'agriculture moderne,1979,"Kautsky, Karl",Paris,François Maspéro,,,SUDOC,Auteur,,personnalité politique | économiste | professeur d'université,1873,1964
028355687,9783791341194,"African gold | jewellery and ornaments from Ghana, Côte d'Ivoire, Mali and Senegal in the Collection of the Gold of Africa Barbier-Mueller Museum in Cape Town",2011,Ferrazzini Pierre-Alain | Garrard Timothy F.,"London | Munich | New York, NY",Prestel,Afrique subsaharienne | Bijoux | Catalogues | Collections ethnographiques | Genève | Mines d'or | Musée Barbier-Müller | Orfèvrerie,sujet,IDREF,Genevensia,,,1943,2007
028356845,9780803992108,Interpreting world politics : essays for A.P. Rana,1995,"Bajpai, Kanti P.",New Dehli - Thousand Oaks CA [etc.],Sage,,,NZ,Auteur,,politologue | professeur d'université,1932,
028356845,9788170364382,Interpreting world politics : essays for A.P. Rana,1995,"Bajpai, Kanti P.",New Dehli - Thousand Oaks CA [etc.],Sage,,,NZ,Auteur,,politologue | professeur d'université,1932,
028364783,9782020417877,Le plaisir du texte ; précédé de Variations sur l'écriture,2000,"Barthes, Roland",Paris,Éditions du Seuil,,,SUDOC,Auteur,,professeur d'université | critique littéraire | philologue,1946,
028364783,9782070700226,Le temps de la réflexion : 1983,1983,"Pontalis, Jean-Bertrand",Paris,Gallimard,,,SUDOC,Auteur,,professeur d'université | critique littéraire | philologue,1946,
028364783,9782130584971,La rhétorique des arts : actes du colloque tenu au Collège de France sous la présidence de Marc Fumaroli...,2011,"Ossola, Carlo",Paris,Presses universitaires de France,,,SUDOC,Auteur,,professeur d'université | critique littéraire | philologue,1946,
028364783,9782130810018,Fables d'identité : pour retrouver l'Europe,2018,"Ossola, Carlo",Paris,PUF,,,SUDOC,Auteur,,professeur d'université | critique littéraire | philologue,1946,
028364783,9782213717197,"Soljénitsyne et la France : une œuvre et un message toujours vivants ; colloque tenu à Paris, [au Palais de l'Institut et à la Sorbonne], les 19, 20 et 21 novembre 2018 pour le centenaire de l'écrivain",2021,"Nivat, Georges",Paris,Fayard,,,SUDOC,Auteur,,professeur d'université | critique littéraire | philologue,1946,
028364783,9782227495852,Marie : une vie au-delà des siècles,2019,"Ossola, Carlo",Montrouge,Bayard,,,NZ,Auteur,,professeur d'université | critique littéraire | philologue,1946,
028364783,9782251449968,<<Les>> vertus communes,2019,"Ossola, Carlo",Paris,Les Belles lettres,,,NZ,Auteur,,professeur d'université | critique littéraire | philologue,1946,
028364783,9782251454658,Pensées,2023,"Pascal, Blaise",Paris,Les Belles Lettres,,,SUDOC,Auteur,,professeur d'université | critique littéraire | philologue,1946,
028364783,9782251456935,Entrez sans frapper : à l'abri des livres,2025,"Ossola, Carlo",Paris,les Belles lettres,,,SUDOC,Auteur,,professeur d'université | critique littéraire | philologue,1946,
028364783,9782259324519,Ce temps où nous mourons de ne pas vivre,2026,"Leroux, Théophane",Paris,Plon,,,SUDOC,Auteur,,professeur d'université | critique littéraire | philologue,1946,
028364783,9782359353037,Pierres feuilletées : anthologie thématique du Dictionnaire touareg-français : dialecte de l'Ahaggar de Charles de Foucauld,2020,"Ossola, Carlo",Limoges,Lambert-Lucas,,,NZ,Auteur,,professeur d'université | critique littéraire | philologue,1946,
028364783,9782415012151,Franchir les frontières pour décrypter le cerveau : autour d'Alain Berthoz,2025,"Mirdal, Gretty",Paris,Odile Jacob,,,SUDOC,Auteur,,professeur d'université | critique littéraire | philologue,1946,
028364783,9782490251803,Conversation sur le temps,2023,"Butor, Michel",Paris,Editions du Canoë,,,SUDOC,Auteur,,professeur d'université | critique littéraire | philologue,1946,
028364783,9782722600539,"Leçon inaugurale : faite le vendredi 7 janvier 2000, Collège de France, Chaire de littératures modernes de l'Europe néolatine",2000,"Ossola, Carlo",Paris,Collège de France,,,SUDOC,Auteur,,professeur d'université | critique littéraire | philologue,1946,
028364783,9782722601109,La pluralité interprétative : fondements historiques et cognitifs de la notion de point de vue,2010,"Berthoz, Alain",Paris,Collège de France - Revues.org,,,SUDOC,Auteur,,professeur d'université | critique littéraire | philologue,1946,
028364783,9782722605671,Nœuds : figures de l'essentiel,2021,"Ossola, Carlo",Paris,Collège de France éditions,,,SUDOC,Auteur,,professeur d'université | critique littéraire | philologue,1946,
028364783,9782722608276,"Valéry au Collège de France : [colloque international des 15 et 16 juin 2023, Collège de France]",2025,"Marx, William",Paris,Collège de France éditions,,,SUDOC,Auteur,,professeur d'université | critique littéraire | philologue,1946,
028364783,9782728807321,Servabo : mémoire de la fin du siècle,2021,"Pintor, Luigi",Paris - 37-Monts,Rue d'Ulm - Impr. Présence Graphique,,,SUDOC,Auteur,,professeur d'université | critique littéraire | philologue,1946,
028364783,9782728808403,Rencontre avec Piero della Francesca,2023,"Calamandrei, Piero",Paris,Rue d'Ulm,,,SUDOC,Auteur,,professeur d'université | critique littéraire | philologue,1946,
028364783,9782729120009,Conversation sur le temps,2012,"Butor, Michel",Paris - 14-Bayeux,Éd. de la Différence - IMB impr.,,,SUDOC,Auteur,,professeur d'université | critique littéraire | philologue,1946,
028364783,9782738146526,Les Libertés de l'improbable,2019,"Berthoz, Alain",Paris,Odile Jacob,,,SUDOC,Auteur,,professeur d'université | critique littéraire | philologue,1946,
028364783,9782743614645,Sermon sur les anges gardiens,2005,"Bossuet, Jacques Bénigne",Paris,Éd. Payot & Rivages,,,SUDOC,Auteur,,professeur d'université | critique littéraire | philologue,1946,
028364783,9782743615543,Éros et Psyché,2006,Apulée,Paris,Éditions Payot & Rivages,,,SUDOC,Auteur,,professeur d'université | critique littéraire | philologue,1946,
028364783,9782743619121,Confessions portatives,2009,Augustin,Paris,Payot & Rivages,,,SUDOC,Auteur,,professeur d'université | critique littéraire | philologue,1946,
028364783,9782743622879,En pure perte : le renoncement et le gratuit,2011,"Ossola, Carlo",Paris,Payot & Rivages,,,NZ,Auteur,,professeur d'université | critique littéraire | philologue,1946,
028364783,9782743623616,Déserts,2013,"Foucauld, Charles de",Paris,Éd. Payot & Rivages,,,SUDOC,Auteur,,professeur d'université | critique littéraire | philologue,1946,
028364783,9782743651985,Travailler use,2021,"Pavese, Cesare",Paris,Payot & Rivages,,,SUDOC,Auteur,,professeur d'université | critique littéraire | philologue,1946,
028364783,9782743653798,En pure perte : le renoncement et le gratuit,2021,"Ossola, Carlo",Paris,Payot & Rivages,,,SUDOC,Auteur,,professeur d'université | critique littéraire | philologue,1946,
028364783,9782866457310,Poésie et vie mystique chez saint Jean de la Croix,2010,"Milner, Max",Paris,le Félin,,,SUDOC,Auteur,,professeur d'université | critique littéraire | philologue,1946,
028364783,9782866457327,Jalons,2010,"Hammarskjöld, Dag",Paris,le Félin-Kiron,,,SUDOC,Auteur,,professeur d'université | critique littéraire | philologue,1946,
028364783,9782866457815,Le continent intérieur,2013,"Ossola, Carlo",Paris,le Félin,,,SUDOC,Auteur,,professeur d'université | critique littéraire | philologue,1946,
028364783,9788416396023,Italo Calvino : universos y paradojas,2015,"Ossola, Carlo",Madrid,Siruela,,,SUDOC,Auteur,,professeur d'université | critique littéraire | philologue,1946,
028364783,9788498410259,<<La>> fábula mística : (siglos XVI-XVII),2006,"Certeau, Michel <<de>>",Madrid,Siruela,,,NZ,Auteur,,professeur d'université | critique littéraire | philologue,1946,
028364783,9788498413502,Sobre los ángeles de la guarda : Sermón,2012,"Bossuet, Jacques Bénigne",Madrid,Ediciones Siruela,,,SUDOC,Auteur,,professeur d'université | critique littéraire | philologue,1946,
028364783,9788498790399,Marcas en el camino,2009,"Hammarskjöld, Dag",Madrid,Editorial Trotta,,,SUDOC,Auteur,,professeur d'université | critique littéraire | philologue,1946,
028364783,9788802081304,La cultura italiana : una vocazione umanistica,2009,Carlo Ossola,Torino,Utet,,,SUDOC,Auteur,,professeur d'université | critique littéraire | philologue,1946,
028364783,9788804521709,Vita d'un uomo : tutte le poesie,2011,"Ungaretti, Giuseppe",Milano,Mondadori,,,SUDOC,Auteur,,professeur d'université | critique littéraire | philologue,1946,
028364783,9788804583493,Vita d'un uomo : tutte le poesie,2009,"Ungaretti, Giuseppe",Milano,Arnoldo Mondadori editore,,,NZ,Auteur,,professeur d'université | critique littéraire | philologue,1946,
028364783,9788804594260,Vita d'un uomo : traduzioni poetiche,2010,"Ungaretti, Giuseppe",Milano,Mondadori,,,NZ,Auteur,,professeur d'université | critique littéraire | philologue,1946,
028364783,9788804668367,Vita d'un uomo : tutte le poesie,2016,"Ungaretti, Giuseppe",Milano,Mondadori libri,,,SUDOC,Auteur,,professeur d'université | critique littéraire | philologue,1946,
028364783,9788804779285,<<Il>> porto sepolto : seguito da Derniers jours,2025,"Ungaretti, Giuseppe",Milano,Mondadori,,,NZ,Auteur,,professeur d'université | critique littéraire | philologue,1946,
028364783,9788804788232,Padre padrone : l'educazione del pastore,2024,"Ledda, Gavino",Milano,Mondadori,,,SUDOC,Auteur,,professeur d'université | critique littéraire | philologue,1946,
028364783,9788806114664,Prove del teatro : 1953-1988,1989,"Giudici, Giovanni",Torino,G. Einaudi,,,SUDOC,Auteur,,professeur d'université | critique littéraire | philologue,1946,
028364783,9788806124229,Galateo,1994,"Della Casa, Giovanni",Torino,G. Einaudi,,,SUDOC,Auteur,,professeur d'université | critique littéraire | philologue,1946,
028364783,9788806132682,Variazioni sulla scrittura ; seguite da Il piacere del testo,1999,"Barthes, Roland",Torino,Einaudi,,,SUDOC,Auteur,,professeur d'université | critique littéraire | philologue,1946,
028364783,9788806145040,Quaranta sonetti,1999,"Shakespeare, William",Torino,Einaudi,,,SUDOC,Auteur,,professeur d'université | critique littéraire | philologue,1946,
028364783,9788806153410,Antologia della poesia italiana,1999,"Segre, Cesare",Torino,Einaudi,,,SUDOC,Auteur,,professeur d'université | critique littéraire | philologue,1946,
028364783,9788806153762,Antologia della poesia italiana,1999,"Segre, Cesare",Torino,Einaudi,,,SUDOC,Auteur,,professeur d'université | critique littéraire | philologue,1946,
028364783,9788806155933,Antologia della poesia italiana,2000,"Segre, Cesare",Torino,Einaudi,,,SUDOC,Auteur,,professeur d'université | critique littéraire | philologue,1946,
028364783,9788806157661,Antologia della poesia italiana,2001,Carlo Ossola,Torino,Einaudi,,,SUDOC,Auteur,,professeur d'université | critique littéraire | philologue,1946,
028364783,9788806157845,Galateo,2000,"Della Casa, Giovanni",Torino,Einaudi,,,SUDOC,Auteur,,professeur d'université | critique littéraire | philologue,1946,
028364783,9788806160388,Antologia della poesia italiana,2001,"Segre, Cesare",Torino,Einaudi,,,SUDOC,Auteur,,professeur d'université | critique littéraire | philologue,1946,
028364783,9788806162900,Antologia della poesia italiana,2002,"Segre, Cesare",Torino,Einaudi,,,SUDOC,Auteur,,professeur d'université | critique littéraire | philologue,1946,
028364783,9788806164072,Antologia della poesia italiana,2002,"Segre, Cesare",Torino,Einaudi,,,SUDOC,Auteur,,professeur d'université | critique littéraire | philologue,1946,
028364783,9788806166076,Antologia della poesia italiana,2003,Carlo Ossola,Torino,Einaudi,,,SUDOC,Auteur,,professeur d'université | critique littéraire | philologue,1946,
028364783,9788806172060,"<<Gli>> angeli custodi : storia e figure dell'""amico vero"" : trattati barocchi",2004,"Ossola, Carlo",Torino,G. Einaudi,,,NZ,Auteur,,professeur d'université | critique littéraire | philologue,1946,
028364783,9788806173135, Antologia della poesia italiana : Duecento,1999,"Segre, Cesare",Torino,Einaudi,,,SUDOC,Auteur,,professeur d'université | critique littéraire | philologue,1946,
028364783,9788806177683,Galateo,2000,"Della Casa, Giovanni",Torino,Einaudi,,,SUDOC,Auteur,,professeur d'université | critique littéraire | philologue,1946,
028364783,9788806182205,Mistici italiani dell'età moderna,2007,Carlo Ossola,Torino,G. Einaudi ed.,,,SUDOC,Auteur,,professeur d'université | critique littéraire | philologue,1946,
028364783,9788806187712,Antologia della poesia italiana,2007,"Segre, Cesare",Torino,Einaudi,,,SUDOC,Auteur,,professeur d'université | critique littéraire | philologue,1946,
028364783,9788806232061,Galateo,2016,"Della Casa, Giovanni",Torino,Einaudi,,,SUDOC,Auteur,,professeur d'université | critique littéraire | philologue,1946,
028364783,9788806239183,Antologia della poesia italiana,2018,"Segre, Cesare",Torino,Einaudi,,,SUDOC,Auteur,,professeur d'université | critique littéraire | philologue,1946,
028364783,9788806598303,"Dal ""Cortegiano"" all'""Uomo di mondo"" : storia di un libro e di un modello sociale",1987,"Ossola, Carlo",Torino,G. Einaudi,,,NZ,Auteur,,professeur d'université | critique littéraire | philologue,1946,
028364783,9788812000753,"Libri d'Italia, 1861-2011",2011,"Ossola, Carlo",Milano,Ricciardi,,,NZ,Auteur,,professeur d'université | critique littéraire | philologue,1946,
028364783,9788812009329,La mente apocalittica : conversazioni su Dante,2021,"Gnoli, Antonio",Roma,Treccani,,,SUDOC,Auteur,,professeur d'université | critique littéraire | philologue,1946,
028364783,9788815019554,Figurato e rimosso : icone e interni del testo,1988,"Ossola, Carlo",Bologna,Il Mulino,,,NZ,Auteur,,professeur d'université | critique littéraire | philologue,1946,
028364783,9788815391254,"""Gran segreto è la vita"" : il pensiero e l'opera di Alessandro Manzoni",2024,"Ossola, Carlo",Bologna,Società editrice Il mulino,,,NZ,Auteur,,professeur d'université | critique littéraire | philologue,1946,
028364783,9788820482473,Itinerari danteschi,1994,"Petrocchi, Giorgio",Milano,F. Angeli,,,NZ,Auteur,,professeur d'université | critique littéraire | philologue,1946,
028364783,9788821812194,"Le lettere di Pierre-Jean Mariette ""Eccellente nella intelligenza delle tre arti"" a Giovanni Gaetano Bottari : il codice 1606 (32-E-27) della Biblioteca dell'Accademi Nazionale dei Lincei e Corsiniana",2022,"Mariette, Pierre Jean",Roma,"Bardi edizioni, editore commerciale",,,SUDOC,Auteur,,professeur d'université | critique littéraire | philologue,1946,
028364783,9788822215222,"Il cantico di frate Sole"" : studio delle fonti e testo critico",1994,"Branca, Vittore",Firenze,Leo S. Olschki,,,SUDOC,Auteur,,professeur d'université | critique littéraire | philologue,1946,
028364783,9788822236371,Il parlare angelico : figure per una poetica della lingua (Secoli XVI e XVII),1989,"Certeau, Michel de",Firenze,L.S. Olschki,,,SUDOC,Auteur,,professeur d'université | critique littéraire | philologue,1946,
028364783,9788822246738,"Parigi-Venezia : cultura, relazioni, influenze negli scambi intellettuali del Settecento",1998,"Ossola, Carlo",Firenze,L. S. Olschki,,,NZ,Auteur,,professeur d'université | critique littéraire | philologue,1946,
028364783,9788822252685,Religione cultura e politica nell'Europa dell'età moderna : studi offerti a Mario Rosa dagli amici,2003,"Ossola, Carlo",Firenze,Leo S. Olschki editore,,,NZ,Auteur,,professeur d'université | critique littéraire | philologue,1946,
028364783,9788822256560,Dell'impiego delle persone,2020,"Denina, Carlo",Firenze,L.S. Olschki,,,NZ,Auteur,,professeur d'université | critique littéraire | philologue,1946,
028364783,9788822256720,Augustin au XVIIe siècle : actes du colloque organisé par Carlo Ossola au Collège de France les 30 septembre et 1er octobre 2004,2007,"Devillairs, Laurence",Firenze,L.S. Olschki,,,SUDOC,Auteur,,professeur d'université | critique littéraire | philologue,1946,
028364783,9788822263537,Storie bibliche,2020,"Hebel, Johann Peter",Firenze,Leo S. Olschki editore,,,SUDOC,Auteur,,professeur d'université | critique littéraire | philologue,1946,
028364783,9788822264893,"Contributo ad una estetica della forma : tesi di laurea in filosofia, 7 luglio 1947",2017,"Battisti, Eugenio",Firenze,Leo S. Olschki editore,,,SUDOC,Auteur,,professeur d'université | critique littéraire | philologue,1946,
028364783,9788822267139,Per domani ancora : vie di uscita dal confino,2020,"Ossola, Carlo",Firenze,Leo S. Olschki Editore,,,NZ,Auteur,,professeur d'université | critique littéraire | philologue,1946,
028364783,9788822267337,Il Santo Natale nella Novena di Alfonso Maria de' Liguori e nei Presepi di Antonio Maria Esposito,2020,Alphonse de Liguori,Firenze,Leo S. Olschki,,,SUDOC,Auteur,,professeur d'université | critique littéraire | philologue,1946,
028364783,9788822268471,Dante : orizzonti dell'esilio = Landscapes of exile,2022,"Manguel, Alberto","[Firenze, Italy]",Leo S. Olschki,,,NZ,Auteur,,professeur d'université | critique littéraire | philologue,1946,
028364783,9788829709083,Divina Commedia,2021,Dante Alighieri,Venezia,Marsilio,,,SUDOC,Auteur,,professeur d'université | critique littéraire | philologue,1946,
028364783,9788829711284,Personaggi della Divina commedia,2021,"Ossola, Carlo",Venezia,Marsilio,,,NZ,Auteur,,professeur d'université | critique littéraire | philologue,1946,
